category,Food Name,calories,protein,fat,carbohydrate,Food_Exchange
meat (medium fat),"Beef, Korean beef (grade 1), seoldo (soiled hair), raw",193,20.21,11.84,0,39.6
meat (medium fat),"Beef, Korean beef (1st grade), seoldo (salgitsal), raw",200,21.09,12.22,0,37.9
meat (medium fat),"Beef, Hanwoo (Grade 1), Tenderloin (Tenderloin), Raw",200,19.17,13.14,0,41.7
meat (medium fat),"Beef, Korean beef (grade 1), front legs (ribs), raw",184,20.39,10.73,0,39.2
meat (medium fat),"Beef, Korean beef (grade 1), front leg (curled meat), raw",155,20.61,7.43,0,38.8
meat (medium fat),"Beef, Korean beef (1st grade), front leg (fan cover meat), raw",149,21.39,6.34,0,37.4
meat (medium fat),"Beef, Korean beef (grade 1), front leg (front leg meat), raw",177,21.53,9.38,0,37.2
meat (medium fat),"Beef, Korean beef (grade 1), brisket (brisket), raw",185,21.16,10.49,0,37.8
meat (medium fat),"Beef, Korean beef (grade 1), brisket (skirt meat), raw",217,21.8,13.75,0,36.7
meat (medium fat),"Beef, Korean beef (1st grade), brisket (skirt brisket), raw",179,22.27,9.34,0,35.9
meat (medium fat),"Beef, Korean beef (grade 1), rump (rump), raw",164,23.08,7.29,0,34.7
meat (medium fat),"Beef, Korean beef (grade 1+), Galbi (swallow soup), raw",184,21.13,10.45,0,37.9
meat (medium fat),"Beef, Korean beef (grade 1+), neck meat (neck meat), raw",222,20.83,14.75,0,38.4
meat (medium fat),"Beef, Korean beef (grade 1+), incident (back incident), raw",151,20.57,7.01,0,38.9
meat (medium fat),"Beef, Korean beef (Grade 1+), Satae (Upper Bone), Raw",207,20.12,13.38,0,39.8
meat (medium fat),"Beef, Korean beef (grade 1+), avalanche (frontal), raw",152,22.05,6.41,0,36.3
meat (medium fat),"Beef, Korean beef (grade 1+), seoldo (crucible meat), raw",168,20.02,9.18,0,40.0
meat (medium fat),"Beef, Hanwoo (Grade 1+), Seoldo (Bosubsal), raw",176,21.82,9.21,0,36.7
meat (medium fat),"Beef, Korean beef (grade 1+), seoldo (triangle), raw",207,19.38,13.74,0,41.3
meat (medium fat),"Beef, Korean beef (grade 1+), seoldo (soiled hair), raw",207,19.2,13.81,0,41.7
meat (medium fat),"Beef, Korean beef (grade 1+), seoldo (salgitsal), raw",188,21.5,10.69,0,37.2
meat (medium fat),"Beef, Korean beef (Grade 1+), Tenderloin (Tenderloin), Raw",206,20.69,13.03,0,38.7
meat (medium fat),"Beef, Korean beef (grade 1+), front leg (curled meat), raw",185,19.04,11.51,0,42.0
meat (medium fat),"Beef, Korean beef (grade 1+), front leg (fan cover meat), raw",159,20.7,7.85,0,38.6
meat (medium fat),"Beef, Korean beef (grade 1+), front leg (front leg meat), raw",185,20.74,10.71,0,38.6
meat (medium fat),"Beef, Korean beef (grade 1+), brisket (brisket), raw",194,19.77,12.11,0,40.5
meat (medium fat),"Beef, Korean beef (grade 1+), brisket (skirt brisket), raw",212,20.81,13.71,0,38.4
meat (medium fat),"Beef, Korean beef (grade 1+), rump (rump), raw",163,22.68,7.33,0,35.3
meat (medium fat),"Beef, Korean beef (grade 1+), udun (red head meat), raw",158,21.61,7.31,0,37.0
meat (medium fat),"Beef Bulgogi, Raw",136,11.5,7.8,4.3,69.6
meat (medium fat),"Beef foot broth, 3 times the weight",2,0.3,0.1,0,2666.7
meat (medium fat),"Veal, American, short ribs, raw",162,18.86,9.01,0,42.4
meat (medium fat),"Veal, American, short ribs, boiled",251,32.43,12.53,0,24.7
meat (medium fat),"Veal, American, short ribs, grilled",228,23.96,13.96,0,33.4
meat (medium fat),"Veal, American, sirloin, raw",177,20.07,10.07,0.07,39.9
meat (medium fat),"Veal, American, sirloin, boiled",284,30.19,17.21,0,26.5
meat (medium fat),"Veal, American, sirloin, grilled",217,24.8,12.32,0,32.3
meat (medium fat),"Veal, American, Shoulder, Boiled",236,33.63,10.24,0,23.8
meat (medium fat),"Veal, American, shoulder, grilled",183,25.46,8.25,0,31.4
meat (medium fat),"Veal, American, minced meat, raw",152,19.07,7.81,0,42.0
meat (medium fat),"Veal, American, minced meat, boiled",252,31.26,13.14,0,25.6
meat (medium fat),"Veal, American, minced meat, grilled (oven)",202,25.14,10.45,0,31.8
meat (medium fat),"Veal By-product, American, Tongue, Raw",131,17.18,5.48,1.91,46.6
meat (medium fat),"Veal By-product, American, Tongue, Boiled",202,25.85,10.1,0,30.9
meat (medium fat),"Lamb meat, American, leg, raw",201,18.58,13.49,0,43.1
meat (medium fat),"Lamb meat, American, leg, roasted (oven)",225,26.41,12.45,0,30.3
meat (medium fat),"goat meat, raw",178,19.88,10.31,0,40.2
meat (medium fat),"Goat Meat, Boiled",247,29.39,13.51,0,27.2
meat (medium fat),"Duck meat, domestic duck, lean meat, raw",149,17.7,8.1,0,45.2
meat (medium fat),"Turkey, American, Boiled",203,27.37,10.4,0,29.2
meat (medium fat),"eggs, raw",136,12.44,7.37,3.41,64.3
meat (medium fat),"eggs, boiled",143,13.94,7.97,2.19,57.4
meat (medium fat),"hairtail, raw",147,18.5,7.5,0.1,43.2
meat (medium fat),"hairtail, salted",186,26.3,8.1,0.1,30.4
meat (medium fat),"Gangdalijeot, Nungangdalijeot, salted salt",106,14,5.1,0,57.1
meat (medium fat),"Gerch, raw",156,20.8,7.5,0,38.5
meat (medium fat),"Gerch, boiled",173,22.2,8.4,0,36.0
meat (medium fat),"mackerel, raw",180,20.2,10.4,0,39.6
meat (medium fat),"mackerel, canned food",159,16.3,9.9,0.1,49.1
meat (medium fat),"Mackerel, Namhae, Raw",210,21.06,13.34,0,38.0
meat (medium fat),"canary, raw",113,16,4.8,0.3,50.0
meat (medium fat),"saury, dried",175,22.7,8.6,0,35.2
meat (medium fat),"saury, salted",175,20.1,9.8,0.2,39.8
meat (medium fat),"Canned saury, seasoned",183,19,10.3,2.4,42.1
meat (medium fat),"blind, raw",136,18.5,6.2,0.4,43.2
meat (medium fat),"tuna, bluefin tuna, raw",175,23.99,8.09,0,33.3
meat (medium fat),"Tuna, bluefin tuna, canned in fat",191,22.31,10.6,0,35.9
meat (medium fat),Bluefin Tuna Salad,187,16.04,9.26,9.41,49.9
meat (medium fat),"cod, red cod, raw",95,12.6,4.3,0.7,63.5
meat (medium fat),"cod, black cod, raw",127,13.1,7.9,0,61.1
meat (medium fat),"inverted, raw",61,7.2,3,0.9,111.1
meat (medium fat),"Dome, Satdom, Raw",120,16.3,5.5,0.2,49.1
meat (medium fat),"Dome, red sea bream, boiled",206,22.2,11.9,0.1,36.0
meat (medium fat),"Dome, Red snapper, Grilled",210,22.7,12,0.1,35.2
meat (medium fat),"Dongjagae (pagasari), raw",146,15.4,8.8,0.2,51.9
meat (medium fat),"Dukjunggae, boiled",122,15.8,5.8,0.2,50.6
meat (medium fat),"catfish, raw",113,15.1,5.3,0.1,53.0
meat (medium fat),"anchovies, raw",125,17.7,5.4,0.3,45.2
meat (medium fat),"Stir-fried Anchovy, Stir-fried Anchovy Green Pepper",266,23.3,11.2,17,34.3
meat (medium fat),"Stir-fried Anchovies, Stir-fried Anchovies",347,31,12.6,26.2,25.8
meat (medium fat),"water, raw",166,23.4,7.3,0.1,34.2
meat (medium fat),"Mineo, fried (fried batter)",221,18.2,12.67,7.54,44.0
meat (medium fat),"Croaker by-product, roe, salting",293,35.1,15.9,0,22.8
meat (medium fat),"yellowtail, wild, young, raw",163,21,8,0.3,38.1
meat (medium fat),"Pickled bandaeng, pickled salt",114,16.4,4.9,0,48.8
meat (medium fat),"benjari, raw",122,17,5.3,0.3,47.1
meat (medium fat),"bottled fish, raw",128,16.4,6.3,0.3,48.8
meat (medium fat),"crucian carp, crucian carp, raw",116,16.4,5.1,0.1,48.8
meat (medium fat),"mackerel, grilled",202,23.6,10.8,0.1,33.9
meat (medium fat),"shark, dogfish, raw",161,16.2,10,0.3,49.4
meat (medium fat),"trout, canned",157,18.2,8.8,0,44.0
meat (medium fat),"trout, rainbow trout, frozen",159,20,8,0.3,40.0
meat (medium fat),"Mullet by-product, roe, salted and dried",423,40.4,28.9,0.3,19.8
meat (medium fat),"baby skewers, raw",148,18.9,7.2,0.1,42.3
meat (medium fat),"salmon, smoked",169,23,7.7,0.3,34.8
meat (medium fat),"Salmon offal, roe, raw",245,25,15,0.8,32.0
meat (medium fat),"Salmon by-product, roe, salting",252,27.3,13.6,3.4,29.3
meat (medium fat),raw fish,165,15.9,10.8,0,50.3
meat (medium fat),"Sweetfish, Western, Raw",152,17.8,7.9,0.6,44.9
meat (medium fat),"Ayu, Western, Grilled",241,22.6,15.1,0.8,35.4
meat (medium fat),"Ayu By-products, Organs, Grilled",194,23,10.1,0.4,34.8
meat (medium fat),"freshwater fish, raw",150,19.6,7.1,0.5,40.8
meat (medium fat),"Limefish, semi-dry",176,20.6,9.4,0.1,38.8
meat (medium fat),"carp, boiled",208,19.2,13.4,0.2,41.7
meat (medium fat),"eel, conger eel, raw",167,17.9,9.9,0.4,44.7
meat (medium fat),"eel, hagfish, raw",128,16.9,6,0.4,47.3
meat (medium fat),"Eel, Eel, Grilled",236,23.65,14.95,0,33.8
meat (medium fat),"Eel, Eel, Seasoned, Grilled",258,30.4,14.2,0,26.3
meat (medium fat),"Eel, Conger eel, raw",133,17.4,6.4,0.3,46.0
meat (medium fat),"eel, conger, frozen",155,19,8,0.5,42.1
meat (medium fat),"Eel by-products, eel, liver, raw",195,12.2,6.3,22.3,65.6
meat (medium fat)," Horse mackerel, seasoned and half-dried",168,20.2,8.8,0.1,39.6
meat (medium fat),"Horse mackerel, seasoned half-dried, grilled",220,24.6,12.3,0.1,32.5
meat (medium fat),"Salted trout, pickled salt",128,15.3,6.7,0.5,52.3
meat (medium fat),"sardines, raw",168,20,9.1,0.2,40.0
meat (medium fat),"sardines, dried",331,45.6,14.8,0.6,17.5
meat (medium fat),"sardines, boiled",178,22.4,8.7,0.2,35.7
meat (medium fat),"sardines, grilled",196,25.3,9.4,0.2,31.6
meat (medium fat),"Sardines, seasoned and canned",125,16.5,5.9,0.4,48.5
meat (medium fat),"Jogi (Referee), Coral, Salted and Dried",328,44.4,15.2,0.4,18.0
meat (medium fat),"ratfish, horsefish, raw",143,17.3,7.62,0,46.2
meat (medium fat),"herring, dried",410,44.5,24,1,18.0
meat (medium fat),"herring, salted",157,17.5,9,0.2,45.7
meat (medium fat),"full ring, raw",164,16.9,10.1,0.2,47.3
meat (medium fat),"incense, raw",174,16.8,11.2,0.3,47.6
meat (medium fat),"Swordfish, grilled",172,23.45,7.93,0,34.1
meat (medium fat),"Salted swordfish, pickled salt",121,15.7,4.8,2.7,51.0
meat (medium fat),"scallops, fried",216,18.07,10.94,10.13,44.3
meat (medium fat),"oysters, frozen",95,10,3.6,5.1,80.0
meat (medium fat),"Salted oysters, salted oysters, pickled salted fish",92,8.6,2.7,8.1,93.0
meat (medium fat),"abalone, fried",189,19.63,6.78,11.05,40.8
meat (medium fat),"Abalone by-products, offal, raw",148,18.5,7.6,0,43.2
meat (medium fat),"Salted abalone, pickled salt",99,12.2,4.8,1,65.6
meat (medium fat),"crayfish, lobster, raw",124,15.5,5.1,3,51.6
meat (medium fat),"Crab, snow crab, Yeongdeok, raw",60,8.4,2.6,0.1,95.2
meat (medium fat),"Shrimp, prawn, deep-fried (tempura batter)",242,21.39,12.28,11.47,37.4
meat (medium fat),"Shrimp Stir-Fry, Dried, Stir-Fried",331,23.4,13.4,28.5,34.2
meat (medium fat),"sea urchin, raw",152,15.8,8.5,2,50.6
meat (medium fat),"sea urchin, canned food",140,14,5.1,8.9,57.1
meat (medium fat),"sea urchin, purple sea urchin, raw",177,16.1,8.7,7.6,49.7
meat (medium fat),"Sea urchin by-product, purple sea urchin, roe",177,16.1,8.7,7.6,49.7
meat (medium fat),"squid, fried",175,17.94,7.48,7.79,44.6
meat (medium fat),krill paste,128,16.5,5.5,2,48.5
meat (medium fat),"fish cake, fried",167,11.44,4.49,20.69,69.9
meat (high fat),"tofu, bean curd, fried",381,20.4,31,3.9,39.2
meat (high fat),"soymilk, soybean",70,4.4,3.6,4.7,181.8
meat (high fat),"Whale meat, abdominal meat, raw",298,22,22.5,0.3,36.4
meat (high fat),"Whale meat, belly carcass, raw",449,25.5,37.6,0.3,31.4
meat (high fat),"whale offal, tail, frozen",246,13.8,20.6,0.3,58.0
meat (high fat),"Chicken, wings, fried (fried)",324,19.87,21.81,10.94,40.3
meat (high fat),"Chicken, wings, fried (flour-coated)",321,26.11,22.16,2.39,30.6
meat (high fat),"Chicken, leg, fried (fried)",317,18,20.8,13.7,44.4
meat (high fat),"Chicken, Neck, Raw",331,15.05,29.59,0,53.2
meat (high fat),"Chicken, neck, fried (fried batter)",330,19.82,23.52,8.7,40.4
meat (high fat),"Chicken, lean meat, fried (fried)",289,22.54,17.35,9.42,35.5
meat (high fat),"chicken, native, skin",339,12.6,31.6,0,63.5
meat (high fat),"Chicken offal, heart, raw",207,14.5,15.5,0,55.2
meat (high fat),"Chicken By-products, Chicken Feet, Boiled",215,19.4,14.6,0.2,41.2
meat (high fat),"pork, ribs, raw",230,17.77,17.06,0,45.0
meat (high fat),"Pork, sirloin (loin), raw",199,17.51,13.74,0,45.7
meat (high fat),"Pork, neck loin (neck loin), raw",221,17.21,16.36,0,46.5
meat (high fat),"Pork, pork belly (back ribs), raw",231,17.88,17.19,0,44.7
meat (high fat),"Pork, Samgyeopsal (Samgyeopsal), Raw",379,13.27,35.7,0,60.3
meat (high fat),"Pork, Samgyeopsal (Samgyeopsal), Boiled",414,19.58,36.64,0,40.9
meat (high fat),"Pork, Pork Belly (Samgyeopsal), Grilled (Pan)",469,22.78,41.2,0,35.1
meat (high fat),"Pork, Samgyeopsal (Odol Samgyeop), raw",316,17.12,26.89,0,46.7
meat (high fat),"Pork, front leg (half meat), raw",298,17.98,24.52,0,44.5
meat (high fat),"Pork by-products, large intestine, raw",219,8.7,20.2,0,92.0
meat (high fat),"Pork by-products, large intestine, boiled",179,11.7,13.8,0,68.4
meat (high fat),"Pork offal, appendix, raw",358,10.8,34.6,0,74.1
meat (high fat),"Pork by-products, head meat, raw",272,20.6,20.3,0.2,38.8
meat (high fat),"Pork by-products, small intestine (offal), boiled",171,14,11.9,0,57.1
meat (high fat),"Pork by-products, workplace, raw",332,9.9,32.1,0,80.8
meat (high fat),"sausage, dried",497,25.4,43,2.1,31.5
meat (high fat),"sausage, lyon sausage",192,14.9,13.1,3.7,53.7
meat (high fat),"sausage, bologna sausage",251,12.5,21,2.9,64.0
meat (high fat),"sausage, Wiener (Vienna) sausage",254,15.27,16.91,9.35,52.4
meat (high fat),"sausage, italian sausage",346,14.25,31.33,0.65,56.1
meat (high fat),"sausage, frankfurt sausage",244,14.41,17.7,5.9,55.5
meat (high fat),"Ham, luncheon meat",201,15.43,11.53,7.92,51.8
meat (high fat),"ham, raw ham",219,16.7,16.6,0.8,47.9
meat (high fat),"ham, shoulder ham",231,16.1,18.2,0.6,49.7
meat (high fat),"Pork Cutlets, Frozen",286,9.4,18.2,21,85.1
meat (high fat),"Pork cutlets, frozen, fried",367,16.6,23.7,21.2,48.2
meat (high fat),bacon,245,15.27,17.12,6.44,52.4
meat (high fat),"Bacon, Baked",548,35.73,43.27,1.35,22.4
meat (high fat),sundae,116,1.4,5.8,15,571.4
meat (high fat),"sundae, steamed",180,6.5,8.5,19.5,123.1
meat (high fat),"wild boar meat, raw",268,18.8,19.8,0.5,42.6
meat (high fat),"Beef, American, short ribs, grilled (oven)",400,22.57,33.7,0,35.4
meat (high fat),"Beef, American, neck loin (neck loin), raw",265,16.98,21.31,0,47.1
meat (high fat),"Beef, American, neck loin (neck loin), boiled",359,26.37,27.26,0,30.3
meat (high fat),"Beef, Korean beef, ribs, raw",298,16.5,24.4,1.9,48.5
meat (high fat),"Beef, Korean beef, sirloin, raw",304,15.61,26.3,0,51.2
meat (high fat),"Beef, Korean beef, sirloin, boiled",348,25.2,26.63,0,31.7
meat (high fat),"Beef, Korean beef, sirloin, grilled (pan)",387,18.9,33.99,0,42.3
meat (high fat),"Beef, Korean beef, brisket, raw",247,18.58,18.59,0,43.1
meat (high fat),"Beef, Korean beef, brisket, grilled (pan)",302,25.6,21.32,0,31.3
meat (high fat),"Beef, Korean beef (grade 1++), sirloin, raw",278,16.9,22.8,0,47.3
meat (high fat),"Beef, Korean beef (grade 1++), neck meat (neck meat), raw",218,18.8,15.3,0,42.6
meat (high fat),"Beef, Korean beef (grade 1++), brisket (upgraded meat), raw",253,17.8,19.6,0,44.9
meat (high fat),"Beef, Korean beef (grade 1++), minced meat, raw",265,17.8,21,0,44.9
meat (high fat),"Beef, Korean beef (Grade 1), Galbi (Kkotgalbi), raw",383,15.35,35.25,0,52.1
meat (high fat),"Beef, Korean beef (grade 1), ribs (bone ribs), raw",303,16.94,25.61,0,47.2
meat (high fat),"Beef, Korean beef (grade 1), ribs (inside skirt), raw",284,15.46,24.16,0,51.7
meat (high fat),"Beef, Korean beef (Grade 1), Galbi (Chamgalbi), raw",390,15.89,35.76,0,50.3
meat (high fat),"Beef, Korean beef (grade 1), short ribs (tosh meat), raw",264,19.63,20.02,0,40.8
meat (high fat),"Beef, Korean beef (grade 1), sirloin (salmon), raw",326,17.76,27.73,0,45.0
meat (high fat),"Beef, Korean beef (grade 1), sirloin (flesh meat), raw",309,16.68,26.39,0,48.0
meat (high fat),"Beef, Korean beef (grade 1), sirloin (lower sirloin), raw",256,17.79,19.96,0,45.0
meat (high fat),"Beef, Korean beef (grade 1), sirloin (top sirloin), raw",301,20.05,23.89,0,39.9
meat (high fat),"Beef, Korean beef (Grade 1), Satae (Along Satae), raw",256,21.47,18.27,0,37.3
meat (high fat),"Beef, Korean beef (grade 1), lean meat, raw",207,18.62,14.09,0,43.0
meat (high fat),"Beef, Korean beef (1st grade), front leg (fan meat), raw",261,20.7,19.14,0,38.6
meat (high fat),"Beef, Korean beef (1st grade), brisket (apron meat), raw",284,18.69,22.65,0,42.8
meat (high fat),"Beef, Korean beef (grade 1), brisket (upgraded meat), raw",251,21.15,17.87,0,37.8
meat (high fat),"Beef, Korean beef (Grade 1), Yangji (Upjin Ansal), raw",221,17.76,16.07,0,45.0
meat (high fat),"Beef, Korean beef (1st grade), brisket (marbled), raw",394,16.45,35.94,0,48.6
meat (high fat),"Beef, Korean beef (grade 1), chaip (royal loin), raw",218,17.59,15.79,0,45.5
meat (high fat),"Beef, Korean beef (Grade 1+), Galbi (Kkotgalbi), raw",391,14.7,36.43,0,54.4
meat (high fat),"Beef, Korean beef (grade 1+), ribs (bone ribs), raw",375,14.69,34.65,0,54.5
meat (high fat),"Beef, Korean beef (grade 1+), ribs (inside skirt), raw",310,15.25,27.19,0,52.5
meat (high fat),"Beef, Korean beef (Grade 1+), Galbi (Chamgalbi), raw",361,14.82,32.98,0,54.0
meat (high fat),"Beef, Korean beef (grade 1+), ribs (tosh meat), raw",261,15.69,21.52,0,51.0
meat (high fat),"Beef, Korean beef (Grade 1+), sirloin (ribeye sirloin), raw",332,17.1,28.72,0,46.8
meat (high fat),"Beef, Korean beef (grade 1+), sirloin (flesh meat), raw",390,13.27,36.91,0,60.3
meat (high fat),"Beef, Korean beef (grade 1+), sirloin (lower sirloin), raw",288,18.23,23.34,0,43.9
meat (high fat),"Beef, Korean beef (grade 1+), sirloin (top sirloin), raw",329,16.98,28.45,0,47.1
meat (high fat),"Beef, Korean beef (Grade 1+), Satae (Along Satae), raw",236,20.6,16.38,0,38.8
meat (high fat),"Beef, Korean beef (grade 1+), lean meat, raw",223,17.06,16.97,0,46.9
meat (high fat),"Beef, Korean beef (grade 1+), front legs (ribs), raw",210,18.61,14.51,0,43.0
meat (high fat),"Beef, Korean beef (grade 1+), front leg (fan meat), raw",244,17.42,18.84,0,45.9
meat (high fat),"Beef, Korean beef (grade 1+), brisket (apron meat), raw",289,17.38,23.81,0,46.0
meat (high fat),"Beef, Korean beef (grade 1+), brisket (prepared meat), raw",325,15.09,28.85,0,53.0
meat (high fat),"Beef, Korean beef (Grade 1+), Yangji (Upjin Ansal), raw",297,18.09,24.35,0,44.2
meat (high fat),"Beef, Korean beef (grade 1+), brisket (marbled), raw",467,11.16,46.45,0,71.7
meat (high fat),"Beef, Korean beef (grade 1+), brisket (skirt meat), raw",235,17.64,17.69,0,45.4
meat (high fat),"Beef, Korean beef (grade 1+), minced meat, raw",305,17.92,25.29,0,44.6
meat (high fat),"Bovine by-products, bones, raw",120,9.3,8.2,1.7,86.0
meat (high fat),"Bovine By-products, Tails, Raw",246,17.4,19,0,46.0
meat (high fat),"Bovine by-products, small intestine (offal), raw",141,9,11.3,0.1,88.9
meat (high fat),"Bovine By-products, Tongue, Raw",186,13,14.5,0,61.5
meat (high fat),"Beef by-products, American, bone, boiled",151,11.67,10.53,1.48,68.6
meat (high fat),"Bovine By-products, American, Tongue, Boiled",284,19.29,22.3,0,41.5
meat (high fat),"Cattle by-products, foreign products, large intestine, raw",162,9.3,13,0,86.0
meat (high fat),"Veal by-products, American, bone, raw",118,10.32,8.21,0,77.5
meat (high fat),"Veal by-product, American, bone, boiled",136,11.48,9.63,0,69.7
meat (high fat),"Lamb, Foreign, Leg, Raw",224,18.8,15.3,0.1,42.6
meat (high fat),"Lamb meat, American, short ribs, raw",372,14.52,34.39,0,55.1
meat (high fat),"Lamb, American, short ribs, grilled (oven)",359,21.12,29.82,0,37.9
meat (high fat),"Lamb meat, American, shoulder, raw",264,16.58,21.45,0,48.3
meat (high fat),"Lamb meat, American, shoulder, boiled",344,28.68,24.55,0,27.9
meat (high fat),"Lamb meat, American, shoulder, grilled (oven)",276,22.51,19.97,0,35.5
meat (high fat),"Duck, with skin, raw",242,16.63,18.99,0,48.1
meat (high fat),"Duck meat, mountain duck, raw",257,14.4,21.6,0.2,55.6
meat (high fat),"duck meat, domestic duck, raw",318,16,27.6,0.1,50.0
meat (high fat),"growing meat, foreign, raw",197,16.4,13.4,0.5,48.8
meat (high fat),"goose eggs, raw",193,13.2,14.1,0.8,60.6
meat (high fat),"Goose eggs, boiled",187,12.7,13.6,1,63.0
meat (high fat),"goose eggs, raw",193,12.3,13.9,2.4,65.0
meat (high fat),"Goose eggs, boiled",212,13.1,14.9,4,61.1
meat (high fat),"egg, yolk, raw",318,14.7,23.45,9.32,54.4
meat (high fat),"egg, yolk, boiled",362,15.5,30.5,2.1,51.6
meat (high fat),"eggs, fertilized eggs, raw",156,10.9,8.4,8.1,73.4
meat (high fat),"egg, fertilized egg, egg yolk, raw",333,14.4,20.3,21.7,55.6
meat (high fat),"fried egg, fried",206,15.12,13.46,3.79,52.9
meat (high fat),"poached egg, medium-tang",164,12.3,11.7,0.2,65.0
meat (high fat),"scrambled eggs, fried",149,9.99,10.98,1.61,80.1
meat (high fat),"quail eggs, raw",157,12.81,10.05,2.02,62.5
meat (high fat),"Quail eggs, boiled",156,12.2,9.75,3.1,65.6
meat (high fat),"duck egg, raw",193,12.5,14,2,64.0
meat (high fat),"pidan, duck egg",175,13.4,12.2,0.5,59.7
meat (high fat),"mallard egg, raw",178,13.6,12.3,1,58.8
meat (high fat),"Salted Galchi, Salted Salt",179,10.4,14.9,0,76.9
meat (high fat),"Mackerel, semi-dry",348,18.7,28.5,0.2,42.8
meat (high fat),"mackerel, boiled",309,22.6,22.6,0.3,35.4
meat (high fat),"mackerel, grilled",318,25.2,22.4,0.4,31.7
meat (high fat),"mackerel, black mackerel, salted",251,18.99,16.14,6.36,42.1
meat (high fat),"mackerel, west sea, raw",278,20.26,21.23,0,39.5
meat (high fat),"saury, grilled",270,23.9,17.9,0.2,33.5
meat (high fat),"yellow tentacles, raw",238,7.1,19.5,8.3,112.7
meat (high fat),"tuna, bluefin tuna, fat meat, raw",344,20.1,27.5,0.1,39.8
meat (high fat),"Dome By-product, Shell, Raw",184,16.6,12.5,0,48.2
meat (high fat),"Anchovies, canned in oil",173,9.7,14.6,0,82.5
meat (high fat),"Salted anchovies, pickled salt",164,14.1,11.2,0.6,56.7
meat (high fat),"defense, roasted",304,26.2,20.4,0.3,30.5
meat (high fat),"Yellowtail, smoked and canned food",320,27.2,22.4,0.5,29.4
meat (high fat),"yellowtail, cultured, young, raw",251,20.7,17.2,0.3,38.6
meat (high fat),"bandaeng, raw",219,16.3,16.5,0.2,49.1
meat (high fat),"Shark, Dormer, Raw",293,17.9,23.5,1.1,44.7
meat (high fat),"shark, crocodile, raw",276,13.4,24.2,0,59.7
meat (high fat),"Shark offal, roe, raw",321,25,23.5,0.5,32.0
meat (high fat),"monkfish by-products, liver, raw",416,10.4,39,5.2,76.9
meat (high fat),"Ayu by-products, giblets, raw",206,9.5,17.5,0.3,84.2
meat (high fat),"Ayu by-products, farmed, offal, raw",550,7.4,55,0.3,108.1
meat (high fat),"Ayu by-products, farmed, giblets, grilled",558,15.2,52.3,0.4,52.6
meat (high fat),"Salted sweet fish, salted intestines, pickled salt",128,11.4,8.5,0.8,70.2
meat (high fat),"limousine fish, salted",194,17.6,13.1,0.2,45.5
meat (high fat),"Carp by-products, giblets, raw",287,9,25.9,1.3,88.9
meat (high fat),"Eel, Seasoned, Grilled",294,20.5,20.4,5.9,39.0
meat (high fat),"eel, eel, raw",217,14.4,17.1,0.3,55.6
meat (high fat),"eel, lamprey, raw",253,21,18,0.3,38.1
meat (high fat),"eel, lamprey, dried",406,33.3,29,0.5,24.0
meat (high fat),"Eel by-products, Conger eel, bone, fried",556,14.8,41.3,31.2,54.1
meat (high fat),"Sardines, canned in oil",274,21.7,20,0.3,36.9
meat (high fat),"herring, raw",207,16.3,15.1,0.4,49.1
meat (high fat),"herring, smoked",305,23.1,22.1,0,34.6
meat (high fat),"Oysters, fried (deep-fried)",199,8.77,12.58,11.62,91.2
meat (high fat),"Oysters, Smoked Canned",301,13.9,24.4,5.6,57.6
meat (high fat),"crab, red crab, raw",171,14.4,12,0.2,55.6
meat (high fat),"For fried shrimp, fried",263,6.43,13.53,28.84,124.4
meat (high fat),"fried squid, fried",308,11.9,18.1,24.3,67.2
meat (high fat),fish cake soup,3,0.09,0.15,0.4,8888.9
meat (high fat),fish sausage,175,9.01,7.45,17.79,88.8
vegetables,"Casio galpi, sprout, raw",76,5.67,0.7,15.87,18.9
vegetables,"Casiogalpi, sprout, blanched",63,5.25,0.85,11.99,25.0
vegetables,"leather, raw",50,5.33,0.41,9.46,31.7
vegetables,"leather, dried",287,22.4,6.3,50.2,6.0
vegetables,"leathery greens, blanched",49,4.78,0.51,9.25,32.4
vegetables,"eggplant, raw",19,1.13,0.03,4.36,68.8
vegetables,"eggplant, dried",290,14.53,2.4,65.59,4.6
vegetables,"eggplant, boiled",19,1,0.1,4.4,68.2
vegetables,"eggplant, pickled",23,1.4,0.1,5.2,57.7
vegetables,"fresh, raw",36,3.5,0.2,7.3,41.1
vegetables,"gat, dolsangat, raw",24,2.66,0.28,4.22,71.1
vegetables,"Gangnam wild greens, dried",223,25.8,0.4,43.8,6.8
vegetables,"Gambit, dried",286,17.7,2,63.2,4.7
vegetables,"seaweed, wild field, raw",41,3.94,0.32,7.95,37.7
vegetables,"Seaweed, wild rice, blanched",44,3.62,0.57,8.54,35.1
vegetables,"seaweed, wild, young, raw",53,4.17,0.52,10.91,27.5
vegetables,"Seaweed, wild greens, young, blanched",53,4.11,0.8,10.17,29.5
vegetables,"seaweed, house, raw",50,3.12,0.44,10.75,27.9
vegetables,"Seaweed, House, Boiled",51,3.41,0.79,10.24,29.3
vegetables,"seaweed, house, young, raw",44,3.59,0.36,9.12,32.9
vegetables,"Seaweed, House, Young, Boiled",47,4.28,0.69,8.64,34.7
vegetables,"ravenous, raw",59,2.3,0.1,13.6,22.1
vegetables,"ravenous, leaves, raw",23,2.7,0.2,4.2,71.4
vegetables,"mustard, red mustard, raw",24,3.03,0.17,4.19,71.6
